guid,tag,pred,diff
2869,neutral,negative,True
2985,neutral,neutral,False
1018,positive,positive,False
2458,positive,positive,False
1995,positive,positive,False
999,neutral,neutral,False
2694,positive,positive,False
366,positive,positive,False
4055,positive,positive,False
1453,positive,positive,False
119,negative,negative,False
959,negative,negative,False
1836,positive,positive,False
1985,positive,positive,False
5116,negative,negative,False
2139,positive,positive,False
4156,negative,negative,False
1624,positive,positive,False
1819,negative,negative,False
3750,negative,negative,False
2628,positive,positive,False
818,negative,negative,False
3281,negative,positive,True
4942,positive,positive,False
3798,positive,positive,False
3078,negative,negative,False
3749,positive,positive,False
774,positive,positive,False
1124,negative,negative,False
1388,positive,positive,False
1937,negative,negative,False
2335,negative,negative,False
4640,negative,negative,False
1224,positive,positive,False
910,negative,negative,False
4311,positive,positive,False
2703,negative,negative,False
4867,positive,positive,False
3980,negative,negative,False
1917,positive,positive,False
2896,negative,negative,False
4293,positive,positive,False
4017,positive,positive,False
4228,positive,positive,False
2972,positive,positive,False
4427,negative,negative,False
3659,negative,negative,False
4954,positive,positive,False
544,positive,positive,False
1785,negative,negative,False
2845,positive,positive,False
4549,positive,positive,False
3245,positive,positive,False
1308,neutral,neutral,False
2937,neutral,neutral,False
2935,neutral,neutral,False
3200,positive,positive,False
1382,positive,positive,False
1440,positive,positive,False
1524,positive,positive,False
876,positive,positive,False
1491,positive,positive,False
4305,positive,positive,False
1427,positive,positive,False
3523,neutral,neutral,False
2047,positive,negative,True
1666,positive,positive,False
1363,negative,negative,False
2445,positive,positive,False
4116,neutral,neutral,False
5006,positive,positive,False
3171,negative,negative,False
4502,neutral,neutral,False
3040,negative,positive,True
3590,positive,positive,False
2993,negative,negative,False
3968,negative,negative,False
2378,positive,negative,True
406,positive,positive,False
2430,positive,positive,False
207,positive,positive,False
2595,positive,positive,False
4332,negative,negative,False
700,negative,negative,False
4229,positive,positive,False
3026,positive,positive,False
1244,positive,positive,False
3404,positive,positive,False
1966,positive,positive,False
1554,positive,positive,False
4799,neutral,neutral,False
2436,positive,positive,False
4344,positive,positive,False
1098,positive,positive,False
4478,negative,negative,False
3668,negative,negative,False
1297,positive,positive,False
4767,positive,positive,False
1293,negative,negative,False
4083,positive,positive,False
829,positive,positive,False
550,negative,negative,False
4456,negative,negative,False
1465,positive,positive,False
3433,negative,negative,False
4779,positive,positive,False
4164,positive,positive,False
3354,negative,negative,False
61,positive,positive,False
1980,positive,positive,False
1492,negative,negative,False
3220,positive,positive,False
168,positive,positive,False
213,positive,positive,False
750,negative,negative,False
584,positive,positive,False
1631,positive,positive,False
3654,positive,positive,False
3396,positive,positive,False
1597,positive,positive,False
4328,positive,positive,False
183,positive,neutral,True
2659,positive,positive,False
2053,positive,positive,False
3258,positive,positive,False
1087,negative,negative,False
1622,neutral,negative,True
4480,negative,negative,False
4108,neutral,neutral,False
4514,negative,negative,False
80,negative,negative,False
3326,positive,positive,False
3985,positive,positive,False
3943,negative,positive,True
2403,negative,negative,False
4189,positive,positive,False
3440,positive,positive,False
331,negative,negative,False
4595,positive,positive,False
5126,positive,positive,False
4679,positive,positive,False
1611,positive,positive,False
530,positive,positive,False
4150,neutral,neutral,False
2580,positive,positive,False
3156,positive,positive,False
1936,positive,positive,False
2729,positive,positive,False
4637,positive,positive,False
672,negative,negative,False
501,positive,positive,False
760,neutral,neutral,False
4891,positive,positive,False
3896,positive,positive,False
4157,negative,negative,False
1722,neutral,negative,True
4932,neutral,neutral,False
2124,negative,negative,False
81,positive,positive,False
2925,neutral,neutral,False
3610,positive,positive,False
1340,negative,negative,False
1474,positive,positive,False
2375,neutral,negative,True
1521,positive,positive,False
1566,negative,negative,False
4213,positive,positive,False
2163,negative,negative,False
4186,neutral,neutral,False
1625,positive,positive,False
1348,positive,positive,False
3753,positive,positive,False
2840,negative,negative,False
790,positive,positive,False
3951,negative,negative,False
4972,positive,positive,False
869,negative,negative,False
1140,positive,positive,False
4359,negative,negative,False
4318,positive,positive,False
171,positive,positive,False
1006,positive,positive,False
314,positive,positive,False
2868,neutral,neutral,False
4230,positive,positive,False
2600,positive,positive,False
5105,negative,negative,False
307,positive,negative,True
3425,positive,positive,False
3251,positive,positive,False
954,negative,negative,False
3547,negative,negative,False
1649,neutral,neutral,False
1399,negative,negative,False
94,positive,positive,False
4921,negative,negative,False
3923,negative,negative,False
1938,positive,positive,False
4746,negative,negative,False
4627,negative,negative,False
481,positive,positive,False
4125,negative,negative,False
3311,negative,negative,False
3087,negative,negative,False
3697,positive,positive,False
3853,positive,positive,False
1958,negative,negative,False
4534,positive,positive,False
325,positive,positive,False
1728,positive,negative,True
871,negative,negative,False
3709,positive,positive,False
2581,negative,negative,False
4996,positive,negative,True
3662,negative,negative,False
2492,positive,neutral,True
4444,positive,positive,False
299,positive,positive,False
4113,neutral,neutral,False
1198,positive,positive,False
920,negative,negative,False
5069,positive,positive,False
1451,negative,negative,False
1883,negative,negative,False
2827,positive,positive,False
4508,positive,positive,False
1353,positive,positive,False
1283,positive,positive,False
1935,positive,positive,False
1361,positive,positive,False
1163,positive,positive,False
541,positive,positive,False
1483,positive,positive,False
2165,neutral,neutral,False
4069,positive,positive,False
3218,positive,positive,False
712,positive,positive,False
2852,positive,positive,False
590,positive,positive,False
4948,negative,negative,False
1174,negative,negative,False
3013,positive,positive,False
47,positive,positive,False
1060,negative,negative,False
3350,positive,positive,False
4651,positive,positive,False
3504,positive,positive,False
3893,positive,negative,True
4879,positive,positive,False
3025,positive,positive,False
2076,positive,positive,False
4137,positive,positive,False
4441,negative,negative,False
364,negative,negative,False
1871,neutral,neutral,False
3827,negative,negative,False
2548,negative,negative,False
1216,positive,positive,False
4353,positive,positive,False
52,negative,negative,False
4803,positive,positive,False
4107,negative,negative,False
699,negative,negative,False
5082,negative,negative,False
4590,positive,positive,False
658,positive,positive,False
3631,positive,positive,False
4257,positive,positive,False
2532,positive,positive,False
444,positive,positive,False
4248,positive,positive,False
899,negative,negative,False
2856,positive,positive,False
3612,neutral,neutral,False
401,positive,positive,False
4452,negative,negative,False
727,negative,negative,False
4371,negative,negative,False
638,positive,positive,False
1062,positive,positive,False
2372,positive,positive,False
4124,neutral,neutral,False
2449,positive,positive,False
4909,positive,positive,False
2453,neutral,neutral,False
3622,positive,positive,False
3252,positive,positive,False
595,positive,positive,False
3478,negative,negative,False
4567,positive,positive,False
2666,negative,negative,False
2917,neutral,negative,True
2575,positive,positive,False
4501,positive,positive,False
3130,negative,negative,False
574,negative,negative,False
3015,neutral,neutral,False
1856,negative,negative,False
139,positive,positive,False
711,positive,positive,False
1486,negative,negative,False
663,positive,positive,False
1299,positive,positive,False
1387,positive,positive,False
3910,positive,positive,False
3460,neutral,neutral,False
3109,positive,positive,False
74,positive,positive,False
117,neutral,neutral,False
3270,positive,positive,False
1740,negative,negative,False
2767,positive,positive,False
3510,positive,positive,False
5090,positive,positive,False
1144,neutral,neutral,False
709,positive,positive,False
4185,negative,negative,False
2987,positive,positive,False
1246,negative,negative,False
630,positive,positive,False
2553,positive,positive,False
1876,neutral,neutral,False
4575,positive,positive,False
1696,positive,positive,False
3479,positive,positive,False
1089,neutral,neutral,False
2762,neutral,neutral,False
405,neutral,neutral,False
1528,negative,negative,False
2948,negative,negative,False
1358,positive,positive,False
4424,positive,positive,False
448,negative,negative,False
2885,negative,negative,False
4347,negative,negative,False
1983,positive,positive,False
857,neutral,neutral,False
4399,positive,positive,False
1408,positive,positive,False
3856,neutral,neutral,False
3508,negative,negative,False
4528,positive,positive,False
4957,positive,positive,False
3075,negative,negative,False
4826,negative,negative,False
856,negative,negative,False
3500,positive,positive,False
1909,neutral,neutral,False
3678,neutral,positive,True
1825,positive,positive,False
3385,positive,positive,False
3204,positive,positive,False
412,positive,positive,False
1823,negative,negative,False
4965,positive,positive,False
3831,negative,negative,False
5065,positive,positive,False
3771,negative,negative,False
4026,positive,positive,False
3344,negative,negative,False
3634,positive,positive,False
3018,positive,positive,False
2878,positive,positive,False
4586,positive,positive,False
1115,negative,negative,False
3509,negative,negative,False
2102,neutral,neutral,False
3163,neutral,neutral,False
1601,positive,positive,False
3934,negative,negative,False
3317,neutral,neutral,False
1397,neutral,neutral,False
418,negative,negative,False
2794,negative,negative,False
2059,positive,positive,False
4762,negative,negative,False
3496,negative,negative,False
2544,positive,positive,False
3191,negative,negative,False
1117,negative,negative,False
2650,negative,negative,False
2538,positive,positive,False
4630,neutral,neutral,False
144,positive,positive,False
4129,neutral,neutral,False
2012,neutral,neutral,False
4894,positive,positive,False
1518,positive,positive,False
4211,negative,negative,False
159,negative,negative,False
768,negative,negative,False
547,positive,positive,False
2509,positive,positive,False
1013,positive,positive,False
3692,positive,positive,False
477,positive,positive,False
1592,negative,negative,False
1327,negative,negative,False
1436,negative,negative,False
1591,positive,positive,False
1134,positive,positive,False
46,neutral,neutral,False
1810,positive,positive,False
1522,positive,positive,False
3123,negative,negative,False
297,negative,negative,False
3367,positive,positive,False
1774,negative,negative,False
2633,negative,negative,False
4886,positive,positive,False
3313,negative,negative,False
5053,negative,negative,False
666,positive,positive,False
2049,positive,positive,False
3185,positive,positive,False
844,positive,positive,False
5048,positive,positive,False
1743,positive,positive,False
2534,positive,positive,False
354,negative,negative,False
505,neutral,neutral,False
3299,neutral,neutral,False
3213,negative,negative,False
1250,negative,negative,False
11,positive,positive,False
3414,negative,negative,False
702,positive,positive,False
1145,positive,positive,False
1626,positive,positive,False
4316,positive,positive,False
4943,negative,negative,False
2784,neutral,neutral,False
813,positive,positive,False
2329,negative,negative,False
1080,positive,negative,True
370,negative,negative,False
720,neutral,neutral,False
430,negative,negative,False
3754,positive,positive,False
1066,positive,positive,False
1253,positive,positive,False
1416,positive,positive,False
2128,negative,negative,False
4724,positive,positive,False
2504,positive,positive,False
895,positive,positive,False
1347,negative,negative,False
3498,positive,positive,False
1398,positive,positive,False
3741,positive,positive,False
942,positive,positive,False
524,positive,positive,False
333,negative,negative,False
1665,positive,positive,False
2473,positive,positive,False
1744,positive,positive,False
2354,negative,negative,False
2786,neutral,neutral,False
1538,negative,negative,False
1652,positive,positive,False
4962,positive,positive,False
1889,positive,positive,False
4682,positive,positive,False
2959,negative,negative,False
3635,positive,positive,False
3966,negative,negative,False
1122,negative,negative,False
4152,positive,positive,False
1843,positive,positive,False
247,positive,positive,False
3729,positive,positive,False
493,positive,positive,False
172,positive,positive,False
3581,negative,negative,False
683,positive,positive,False
3027,positive,positive,False
4418,negative,negative,False
2924,neutral,positive,True
3549,negative,negative,False
3463,neutral,positive,True
2775,positive,positive,False
1809,negative,negative,False
1455,negative,negative,False
986,positive,positive,False
4408,positive,positive,False
601,positive,positive,False
127,positive,positive,False
3755,negative,negative,False
2614,positive,positive,False
4566,neutral,neutral,False
1897,positive,positive,False
1609,positive,positive,False
1247,negative,negative,False
1041,positive,positive,False
3474,neutral,neutral,False
275,positive,positive,False
4276,positive,positive,False
4863,neutral,neutral,False
2130,positive,positive,False
1544,negative,negative,False
3534,negative,negative,False
4605,positive,positive,False
2368,positive,positive,False
339,positive,positive,False
4028,positive,positive,False
4751,positive,positive,False
3303,positive,positive,False
4883,positive,positive,False
4856,negative,negative,False
1951,negative,negative,False
91,positive,positive,False
3236,positive,positive,False
1973,positive,positive,False
1924,negative,negative,False
1181,positive,positive,False
2440,positive,positive,False
130,negative,negative,False
4734,positive,positive,False
303,positive,positive,False
3120,positive,positive,False
4617,positive,positive,False
1714,neutral,neutral,False
4968,positive,positive,False
2551,negative,negative,False
3799,positive,positive,False
3304,positive,positive,False
2382,positive,positive,False
5113,negative,negative,False
4092,neutral,neutral,False
5073,negative,negative,False
4474,negative,negative,False
2905,positive,positive,False
4111,neutral,neutral,False
4340,positive,positive,False
4277,positive,positive,False
2045,positive,positive,False
3334,positive,positive,False
107,positive,positive,False
4940,positive,positive,False
3473,positive,positive,False
1481,positive,positive,False
673,positive,positive,False
3154,positive,positive,False
1881,negative,negative,False
2945,negative,negative,False
2654,negative,negative,False
949,positive,positive,False
4862,positive,positive,False
1423,positive,neutral,True
115,positive,positive,False
2479,positive,positive,False
3759,positive,positive,False
1116,positive,positive,False
6,positive,positive,False
4006,negative,negative,False
5029,positive,positive,False
43,positive,negative,True
4362,negative,negative,False
586,neutral,neutral,False
1710,negative,negative,False
4620,positive,positive,False
3272,positive,positive,False
3320,negative,negative,False
230,positive,positive,False
1150,positive,positive,False
4628,positive,positive,False
4207,positive,positive,False
2598,positive,positive,False
1720,positive,positive,False
1101,positive,positive,False
3064,negative,negative,False
2493,positive,positive,False
3724,positive,positive,False
3241,positive,positive,False
4625,neutral,neutral,False
432,positive,positive,False
4222,negative,negative,False
3361,positive,positive,False
5059,positive,positive,False
3071,positive,positive,False
2667,negative,negative,False
1197,positive,positive,False
1445,negative,negative,False
4517,negative,negative,False
1818,negative,negative,False
3875,negative,negative,False
4489,positive,positive,False
3859,positive,positive,False
2651,negative,negative,False
54,positive,positive,False
2603,negative,negative,False
4234,positive,positive,False
270,positive,positive,False
263,positive,positive,False
2158,negative,negative,False
5077,negative,negative,False
3953,negative,negative,False
2075,negative,negative,False
1715,positive,positive,False
3626,positive,positive,False
4785,positive,positive,False
3237,positive,positive,False
1258,positive,positive,False
2976,negative,neutral,True
1750,positive,positive,False
4837,positive,positive,False
1274,positive,positive,False
3548,positive,positive,False
488,positive,positive,False
261,positive,positive,False
352,positive,positive,False
3441,positive,positive,False
1891,negative,negative,False
2624,positive,positive,False
1827,positive,positive,False
1579,neutral,neutral,False
240,positive,positive,False
2760,positive,positive,False
1069,negative,negative,False
4284,positive,positive,False
4546,positive,positive,False
1254,negative,negative,False
1443,negative,negative,False
823,positive,positive,False
1599,neutral,neutral,False
3713,positive,positive,False
3865,positive,positive,False
917,positive,positive,False
3069,positive,positive,False
4812,neutral,neutral,False
1077,positive,positive,False
1646,positive,positive,False
2144,positive,positive,False
2836,negative,negative,False
4210,negative,negative,False
643,positive,positive,False
2574,positive,positive,False
3540,positive,positive,False
343,positive,positive,False
3329,neutral,neutral,False
2077,neutral,neutral,False
3849,positive,positive,False
155,neutral,neutral,False
5014,positive,positive,False
1219,positive,positive,False
585,positive,positive,False
3532,positive,positive,False
1794,positive,positive,False
647,positive,positive,False
105,neutral,negative,True
1862,neutral,neutral,False
4527,positive,positive,False
2854,positive,positive,False
2686,positive,positive,False
1844,positive,positive,False
2018,positive,negative,True
2438,positive,positive,False
276,positive,positive,False
4662,neutral,neutral,False
930,negative,negative,False
4589,positive,positive,False
5106,negative,negative,False
4604,positive,positive,False
849,positive,positive,False
4936,positive,positive,False
1239,positive,positive,False
3844,neutral,neutral,False
1950,negative,negative,False
3687,positive,positive,False
1603,neutral,neutral,False
4117,positive,positive,False
4313,positive,positive,False
441,positive,positive,False
1012,neutral,neutral,False
1027,negative,negative,False
4068,positive,positive,False
778,negative,negative,False
553,positive,positive,False
3358,negative,negative,False
3517,positive,negative,True
3047,negative,negative,False
4814,negative,negative,False
271,positive,positive,False
2620,positive,positive,False
2450,neutral,neutral,False
4029,positive,positive,False
4220,positive,positive,False
3550,negative,negative,False
1469,positive,positive,False
3553,negative,negative,False
1504,positive,positive,False
4333,negative,negative,False
915,positive,positive,False
1760,positive,neutral,True
4543,negative,negative,False
3413,negative,negative,False
3480,negative,negative,False
4472,negative,negative,False
1962,positive,positive,False
4727,positive,positive,False
3049,positive,positive,False
1804,positive,negative,True
1636,positive,positive,False
76,positive,positive,False
777,positive,neutral,True
814,positive,positive,False
554,positive,positive,False
649,positive,positive,False
3621,positive,positive,False
1464,positive,positive,False
1468,positive,positive,False
4085,neutral,neutral,False
763,positive,positive,False
1179,neutral,neutral,False
1369,positive,positive,False
3445,negative,negative,False
3937,positive,positive,False
4235,positive,positive,False
4013,negative,negative,False
1336,negative,negative,False
1953,positive,positive,False
3289,positive,positive,False
4051,positive,positive,False
4335,negative,negative,False
728,positive,positive,False
2584,negative,positive,True
2135,positive,positive,False
203,negative,negative,False
1928,negative,negative,False
628,negative,negative,False
4445,neutral,neutral,False
692,positive,positive,False
4268,positive,positive,False
1808,neutral,neutral,False
3235,positive,positive,False
762,positive,positive,False
4658,negative,negative,False
4622,negative,negative,False
3389,positive,positive,False
2928,positive,positive,False
885,positive,positive,False
645,positive,positive,False
2067,negative,negative,False
4149,positive,positive,False
3984,negative,negative,False
1160,positive,positive,False
1913,negative,negative,False
4729,positive,positive,False
2543,positive,positive,False
4020,positive,positive,False
2578,negative,negative,False
2005,neutral,neutral,False
4364,negative,negative,False
375,negative,negative,False
1841,negative,negative,False
1260,positive,positive,False
19,negative,negative,False
4645,neutral,neutral,False
2884,positive,positive,False
2901,positive,positive,False
883,negative,negative,False
3995,positive,positive,False
2830,positive,positive,False
4668,positive,positive,False
2022,positive,positive,False
4035,negative,negative,False
4115,neutral,neutral,False
1051,neutral,neutral,False
42,positive,positive,False
1008,positive,positive,False
4033,positive,positive,False
4303,negative,negative,False
671,negative,negative,False
3443,positive,positive,False
99,positive,positive,False
3747,positive,positive,False
1167,positive,negative,True
563,positive,positive,False
4286,positive,positive,False
4971,positive,positive,False
4634,positive,positive,False
1126,positive,positive,False
810,positive,positive,False
4698,neutral,positive,True
3946,negative,negative,False
4946,positive,positive,False
2491,positive,positive,False
831,positive,positive,False
2153,neutral,neutral,False
1893,negative,negative,False
686,positive,positive,False
1873,negative,negative,False
3605,neutral,neutral,False
3024,positive,positive,False
4950,positive,positive,False
1845,positive,positive,False
4470,negative,negative,False
285,negative,negative,False
189,negative,negative,False
4330,negative,negative,False
1894,negative,negative,False
4815,negative,negative,False
687,negative,negative,False
1754,negative,negative,False
4056,negative,neutral,True
3525,positive,positive,False
4155,negative,negative,False
1707,negative,negative,False
4692,positive,positive,False
2072,positive,positive,False
682,positive,positive,False
580,neutral,neutral,False
4227,positive,positive,False
2089,positive,positive,False
972,negative,negative,False
3979,negative,negative,False
287,positive,positive,False
3335,positive,positive,False
1011,positive,positive,False
1074,positive,positive,False
792,positive,positive,False
3801,positive,positive,False
3652,negative,negative,False
4531,positive,positive,False
1961,negative,negative,False
4278,positive,positive,False
2765,positive,positive,False
1919,negative,negative,False
4689,positive,positive,False
4665,neutral,neutral,False
2488,positive,positive,False
1589,negative,negative,False
3295,positive,positive,False
2531,positive,positive,False
390,negative,negative,False
475,positive,positive,False
4341,positive,positive,False
908,negative,negative,False
2861,positive,positive,False
3686,positive,positive,False
1151,positive,positive,False
5057,positive,positive,False
431,positive,negative,True
2981,neutral,neutral,False
4469,negative,negative,False
420,positive,positive,False
556,positive,positive,False
552,neutral,neutral,False
3617,neutral,neutral,False
1019,positive,positive,False
2166,positive,positive,False
1681,negative,negative,False
2655,neutral,neutral,False
3886,positive,positive,False
3883,negative,negative,False
4084,neutral,neutral,False
4722,positive,positive,False
4851,negative,negative,False
3594,positive,positive,False
1132,positive,positive,False
2780,positive,positive,False
1632,positive,positive,False
3613,positive,positive,False
3342,positive,positive,False
4487,negative,positive,True
4768,positive,positive,False
3381,positive,positive,False
45,positive,positive,False
2657,positive,positive,False
3779,negative,negative,False
63,positive,positive,False
2804,neutral,positive,True
3551,negative,negative,False
4544,negative,negative,False
2990,positive,positive,False
4136,negative,negative,False
2887,negative,negative,False
221,positive,positive,False
3715,positive,positive,False
3911,positive,positive,False
143,positive,positive,False
1709,positive,positive,False
3904,positive,positive,False
3194,positive,positive,False
4616,positive,positive,False
44,positive,positive,False
3121,positive,positive,False
2890,negative,negative,False
1045,neutral,neutral,False
862,positive,positive,False
3791,positive,positive,False
1511,neutral,neutral,False
1042,neutral,neutral,False
1900,positive,positive,False
4239,positive,positive,False
2334,negative,positive,True
794,neutral,neutral,False
654,positive,positive,False
2736,neutral,neutral,False
1787,positive,positive,False
1568,positive,positive,False
4505,positive,positive,False
3609,positive,positive,False
110,negative,negative,False
2871,positive,positive,False
141,positive,positive,False
3648,positive,positive,False
4485,positive,positive,False
3656,negative,negative,False
2095,neutral,neutral,False
5045,positive,positive,False
4225,negative,positive,True
323,negative,negative,False
2536,positive,positive,False
4355,negative,negative,False
4067,negative,negative,False
587,neutral,neutral,False
1092,positive,positive,False
4206,positive,positive,False
4224,negative,negative,False
4413,negative,negative,False
2671,negative,negative,False
1549,neutral,neutral,False
365,positive,positive,False
3642,positive,positive,False
1032,positive,positive,False
1551,neutral,neutral,False
4716,negative,positive,True
4005,negative,negative,False
4212,positive,positive,False
2013,negative,negative,False
4686,negative,negative,False
3684,positive,positive,False
1262,positive,positive,False
3826,negative,negative,False
3935,negative,negative,False
1159,negative,negative,False
2,positive,positive,False
3308,positive,positive,False
737,positive,positive,False
4079,negative,negative,False
4683,positive,positive,False
2038,neutral,neutral,False
4728,positive,positive,False
3432,neutral,neutral,False
3283,negative,negative,False
4296,negative,negative,False
708,neutral,negative,True
4512,positive,negative,True
192,positive,positive,False
4917,negative,negative,False
3679,positive,positive,False
395,positive,positive,False
3869,neutral,neutral,False
2908,negative,negative,False
4828,positive,positive,False
1501,positive,positive,False
3310,negative,negative,False
2934,positive,positive,False
3199,positive,positive,False
289,positive,positive,False
3961,positive,positive,False
3411,negative,negative,False
3284,negative,negative,False
652,positive,positive,False
3285,positive,positive,False
1049,positive,positive,False
4674,positive,positive,False
1831,positive,positive,False
3902,negative,negative,False
1571,negative,negative,False
528,neutral,neutral,False
507,positive,positive,False
893,positive,positive,False
1859,positive,positive,False
1510,negative,negative,False
4139,negative,negative,False
4718,negative,negative,False
4076,negative,negative,False
3795,negative,negative,False
3321,positive,positive,False
3090,negative,negative,False
1679,positive,positive,False
1947,negative,negative,False
122,positive,positive,False
1770,negative,negative,False
4540,positive,positive,False
3297,positive,positive,False
3466,positive,positive,False
3286,positive,positive,False
623,neutral,neutral,False
3695,negative,negative,False
3887,negative,negative,False
4388,negative,negative,False
613,positive,positive,False
1851,negative,negative,False
258,negative,negative,False
1016,neutral,neutral,False
1238,neutral,neutral,False
5035,positive,positive,False
4197,negative,negative,False
4626,positive,positive,False
1188,neutral,neutral,False
1029,positive,positive,False
1459,positive,positive,False
1296,negative,negative,False
4183,negative,negative,False
4519,positive,positive,False
901,negative,negative,False
5110,negative,negative,False
890,positive,positive,False
4929,negative,negative,False
4059,negative,negative,False
4893,positive,positive,False
2357,positive,positive,False
2738,neutral,neutral,False
1405,positive,positive,False
1344,negative,negative,False
4741,positive,positive,False
1265,negative,negative,False
3933,negative,negative,False
3976,positive,positive,False
5080,positive,positive,False
2573,positive,positive,False
1813,positive,positive,False
1424,positive,positive,False
3762,positive,positive,False
1780,negative,negative,False
419,positive,positive,False
4688,negative,negative,False
449,neutral,neutral,False
1602,negative,negative,False
67,positive,positive,False
2707,positive,positive,False
3576,positive,positive,False
4078,positive,positive,False
2814,positive,positive,False
2899,negative,negative,False
1559,positive,positive,False
2755,neutral,neutral,False
3515,negative,negative,False
4997,positive,positive,False
4219,positive,positive,False
2147,negative,negative,False
1821,positive,positive,False
1155,positive,negative,True
4075,positive,positive,False
1065,positive,positive,False
1506,positive,positive,False
3072,neutral,positive,True
273,negative,negative,False
2705,neutral,positive,True
2864,neutral,positive,True
3108,negative,negative,False
1503,positive,positive,False
3800,negative,negative,False
2437,positive,positive,False
4425,neutral,neutral,False
3446,positive,positive,False
4349,negative,negative,False
3952,negative,negative,False
1527,negative,negative,False
3806,positive,positive,False
546,neutral,negative,True
3513,negative,negative,False
4669,neutral,neutral,False
634,positive,positive,False
2587,positive,positive,False
4697,positive,positive,False
644,positive,positive,False
4191,negative,negative,False
132,positive,positive,False
2897,positive,positive,False
4049,positive,positive,False
2701,positive,positive,False
284,positive,positive,False
3319,positive,positive,False
886,negative,negative,False
1054,positive,positive,False
2149,positive,positive,False
156,positive,positive,False
4816,negative,negative,False
991,positive,positive,False
191,positive,positive,False
4199,positive,neutral,True
3454,positive,positive,False
4536,positive,positive,False
1207,positive,positive,False
3770,negative,negative,False
724,positive,positive,False
5094,negative,negative,False
4510,positive,positive,False
5055,negative,negative,False
4714,positive,positive,False
2506,positive,positive,False
4660,positive,positive,False
1291,positive,positive,False
3528,positive,positive,False
1634,positive,positive,False
109,positive,positive,False
491,positive,positive,False
1294,negative,negative,False
4057,negative,negative,False
1670,negative,negative,False
520,positive,positive,False
4520,positive,positive,False
3386,positive,positive,False
1729,positive,positive,False
611,positive,positive,False
4381,negative,positive,True
3618,positive,positive,False
4743,positive,positive,False
2714,negative,negative,False
384,negative,negative,False
3620,neutral,neutral,False
12,positive,positive,False
2790,neutral,neutral,False
2879,positive,positive,False
18,positive,negative,True
4905,negative,negative,False
684,positive,positive,False
922,negative,negative,False
1901,positive,positive,False
165,neutral,neutral,False
125,positive,positive,False
350,positive,positive,False
1741,negative,negative,False
4283,positive,positive,False
4963,positive,positive,False
2474,negative,negative,False
877,negative,negative,False
786,negative,negative,False
1178,positive,positive,False
2735,positive,positive,False
3585,negative,negative,False
1594,positive,positive,False
2111,neutral,neutral,False
461,negative,negative,False
4647,negative,negative,False
3491,negative,negative,False
2922,positive,positive,False
4014,positive,positive,False
2609,positive,positive,False
1170,positive,positive,False
1700,positive,positive,False
3419,negative,negative,False
3373,positive,positive,False
1732,positive,positive,False
4606,negative,negative,False
998,positive,positive,False
3043,neutral,neutral,False
4467,negative,negative,False
3117,negative,negative,False
4773,positive,positive,False
3099,positive,positive,False
1472,positive,positive,False
935,negative,negative,False
4018,positive,negative,True
2910,positive,positive,False
2433,positive,positive,False
2895,negative,negative,False
4506,positive,positive,False
3819,negative,negative,False
3921,positive,positive,False
1694,negative,negative,False
1959,negative,negative,False
4351,positive,positive,False
25,neutral,neutral,False
3201,positive,positive,False
1303,positive,positive,False
1981,positive,positive,False
3168,negative,negative,False
2350,negative,negative,False
4118,positive,positive,False
3134,negative,negative,False
3250,positive,positive,False
3246,positive,positive,False
2731,neutral,neutral,False
2766,negative,negative,False
4380,negative,negative,False
1920,positive,positive,False
3472,positive,positive,False
636,negative,negative,False
2389,neutral,neutral,False
3535,positive,positive,False
2432,positive,positive,False
79,positive,positive,False
3356,negative,negative,False
1064,positive,positive,False
3836,positive,positive,False
2345,negative,negative,False
3436,negative,negative,False
4016,positive,positive,False
175,positive,positive,False
3366,positive,positive,False
3773,negative,negative,False
852,positive,positive,False
1300,positive,positive,False
3530,positive,positive,False
222,positive,positive,False
3409,positive,positive,False
2660,positive,positive,False
4405,positive,positive,False
253,negative,negative,False
735,positive,positive,False
3930,positive,positive,False
864,positive,positive,False
4054,positive,positive,False
1513,negative,negative,False
1418,negative,negative,False
2560,positive,positive,False
4090,neutral,neutral,False
129,positive,positive,False
306,positive,positive,False
3456,negative,negative,False
4643,positive,positive,False
1272,positive,positive,False
989,positive,positive,False
4503,positive,positive,False
4794,negative,negative,False
4623,negative,negative,False
1905,neutral,neutral,False
1828,positive,positive,False
1171,positive,positive,False
4457,negative,negative,False
4952,positive,positive,False
3060,negative,negative,False
3376,positive,positive,False
1907,positive,positive,False
1175,positive,positive,False
1724,positive,positive,False
3817,positive,positive,False
620,positive,positive,False
1854,negative,negative,False
3021,positive,positive,False
4717,negative,negative,False
3427,positive,positive,False
1368,positive,positive,False
1185,positive,positive,False
381,positive,positive,False
1674,neutral,neutral,False
108,neutral,neutral,False
1085,positive,positive,False
3720,positive,positive,False
3962,negative,negative,False
2360,negative,negative,False
3871,positive,positive,False
2105,negative,negative,False
3370,negative,negative,False
4253,positive,positive,False
3442,positive,positive,False
581,neutral,neutral,False
3685,neutral,neutral,False
4652,negative,negative,False
1319,negative,negative,False
3180,neutral,neutral,False
615,positive,positive,False
3486,positive,positive,False
1911,neutral,negative,True
4146,negative,negative,False
3214,positive,positive,False
135,positive,positive,False
3938,negative,negative,False
1034,positive,positive,False
3004,positive,positive,False
4394,negative,negative,False
3694,negative,negative,False
4760,neutral,neutral,False
266,positive,positive,False
